song,performer,track_duration_s,danceability,valence,date,rank,peak_rank,weeks_on_board,key_sign,energy,loudness,speechiness,acousticness,instrumentalness,liveness
Damn I Wish I Was Your Lover,Sophie B. Hawkins,323.4,0.563,0.42,20190822,39,5,19,D major,0.806,-6.826,0.0496,0.281,1.49e-05,0.363
Damn!,YoungBloodZ Featuring Lil Jon,298.6,0.818,0.496,20200103,15,4,22,E minor,0.711,-5.816,0.285,0.0149,0.0,0.352
Damned If I Do Ya (Damned If I Don't),All Time Low,187.0,0.554,0.657,20200704,67,67,1,E major,0.902,-4.018,0.0569,0.00635,0.0,0.328
Damned If I Do,The Alan Parsons Project,292.84,0.556,0.567,20190119,97,27,17,G minor,0.639,-8.802,0.0382,0.732,0.00214,0.128
Dance (A$$),Big Sean Featuring Nicki Minaj,220.293,0.822,0.681,20201217,16,16,9,B minor,0.711,-6.741,0.275,0.0283,0.00129,0.236
Dance (Disco Heat),Sylvester,498.973,0.689,0.929,20191202,31,19,16,G# major,0.836,-9.592,0.0282,0.0652,0.382,0.261
Dance Across The Floor,"Jimmy ""Bo"" Horne",160.92,0.611,0.635,20190708,70,38,15,C# major,0.962,-6.66,0.1,0.0364,0.0,0.28
Dance Again,Jennifer Lopez Featuring Pitbull,237.266,0.792,0.714,20200505,29,27,3,B minor,0.856,-5.236,0.067,0.0159,2.88e-06,0.0981
Dance And Shake Your Tambourine,Universal Robot Band,380.44,0.753,0.445,20190521,97,97,2,A major,0.682,-15.99,0.0424,0.000618,0.0894,0.0838
Dance Away,Roxy Music,228.266,0.804,0.942,20190609,44,44,7,C minor,0.688,-5.893,0.0632,0.0662,0.000112,0.0392
Dance By The Light Of The Moon,The Olympics,132.293,0.603,0.962,20191219,69,69,3,D major,0.802,-10.673,0.0428,0.648,7.8e-06,0.464
Dance Everyone Dance,Betty Madigan,144.493,0.752,0.922,20190929,61,34,7,F major,0.613,-9.223,0.039,0.208,0.0,0.409
Dance For You,Beyonce,377.466,0.616,0.471,20201117,79,78,9,D major,0.78,-6.062,0.0623,0.0322,0.0,0.173
Dance Hall Days,Wang Chung,240.8,0.671,0.548,20190609,31,31,8,C major,0.589,-14.343,0.0401,0.272,0.00832,0.184
Dance Into The Light,Phil Collins,264.826,0.612,0.907,20191214,68,45,8,G major,0.84,-5.342,0.0422,0.0252,0.00262,0.042
Dance Like There's No Tomorrow,Paula Abdul & Randy Jackson,180.8,0.729,0.869,20200412,99,62,6,C major,0.898,-6.1,0.0384,0.107,0.0,0.281
Dance Like We're Making Love,Ciara,256.6,0.721,0.263,20200808,100,100,1,G minor,0.541,-8.623,0.0659,0.063,4.47e-06,0.165
Dance Little Sister,Terence Trent D'Arby,234.64,0.722,0.93,20190910,81,81,1,D minor,0.696,-11.095,0.0901,0.161,0.0,0.0755
Dance Monkey,Tones And I,209.438,0.824,0.513,20201019,96,96,1,F# minor,0.588,-6.4,0.0924,0.692,0.000104,0.149
Dance Naked,John Mellencamp,180.426,0.789,0.854,20190204,81,41,15,F# major,0.849,-6.628,0.0314,0.201,0.00135,0.0454
Dance On Little Girl,Paul Anka,113.106,0.584,0.896,20190619,16,16,4,G# major,0.489,-10.49,0.03,0.427,0.0,0.156
Dance The Kung Fu,Carl Douglas,188.293,0.636,0.854,20190315,52,52,5,F# minor,0.817,-9.309,0.0869,0.0347,0.0854,0.407
Dance The Night Away,Van Halen,188.083,0.548,0.719,20190630,18,18,10,G# major,0.843,-7.32,0.0597,0.0373,1.26e-06,0.0536
Dance To The Music,Sly & The Family Stone,179.426,0.703,0.772,20190420,8,8,11,G major,0.529,-11.112,0.1,0.0168,0.000573,0.911
Dance Tonight,Lucy Pearl,221.28,0.787,0.711,20200812,46,36,13,A# minor,0.425,-5.692,0.0641,0.00637,0.00169,0.196
Dance Tonight,Lucy Pearl,221.28,0.787,0.711,20200812,46,36,13,A# minor,0.888,-2.462,0.0435,0.11,0.00096,0.164
Dance Wit Me,Rufus Featuring Chaka Khan,238.48,0.879,0.922,20190508,75,75,2,F minor,0.522,-14.082,0.105,0.382,0.238,0.0587
Dance With Me,112,231.8,0.912,0.611,20201201,50,39,12,A major,0.511,-6.365,0.203,0.0259,0.0,0.0442
Dance With Me,112,231.8,0.912,0.611,20201201,50,39,12,A major,0.674,-7.981,0.0373,0.309,0.000645,0.0356
Dance With Me,112,231.8,0.912,0.611,20201201,50,39,12,A major,0.392,-10.083,0.0268,0.551,0.000106,0.247
Dance With Me,112,231.8,0.912,0.611,20201201,50,39,12,A major,0.684,-6.924,0.126,0.156,0.00359,0.081
Dance With Me,112,231.8,0.912,0.611,20201201,50,39,12,A major,0.44,-8.119,0.0296,0.351,0.0,0.154
Dance With Me,112,231.8,0.912,0.611,20201201,50,39,12,A major,0.602,-11.663,0.0448,0.00433,0.000145,0.0929
Dance With Mr. Domino,Fats Domino,130.199,0.409,0.925,20190721,98,98,1,C major,0.634,-9.981,0.217,0.284,0.0,0.227
Dance With My Father,Luther Vandross,266.0,0.739,0.231,20200823,44,40,9,A# major,0.341,-9.971,0.0378,0.525,1.1e-06,0.072
Dance With The Devil,Cozy Powell,213.52,0.576,0.719,20190323,83,83,2,E major,0.943,-10.129,0.0396,0.0678,0.811,0.0819
Dance With You,Carrie Lucas,396.2,0.836,0.912,20190602,70,70,4,A major,0.493,-14.084,0.0475,0.000262,0.000506,0.0631
Dance,Ratt,261.386,0.555,0.782,20190418,99,59,9,G# major,0.971,-3.331,0.0513,0.0102,0.00975,0.139
"Dance, Dance",Fall Out Boy,180.266,0.616,0.523,20200128,13,9,13,B minor,0.961,-3.144,0.139,0.00494,0.0,0.078
"Dance, Dance, Dance (Yowsah, Yowsah, Yowsah)",Chic,501.466,0.85,0.718,20190218,7,7,17,A# minor,0.665,-9.404,0.0887,0.00961,0.483,0.0885
Dancer,Gino Soccio,508.12,0.896,0.389,20190414,78,78,2,B minor,0.339,-9.576,0.0884,0.0183,0.552,0.0311
Dancin' 'round And 'round,Olivia Newton-John,239.213,0.572,0.464,20190922,84,84,1,C# major,0.363,-15.017,0.0259,0.161,1.29e-05,0.145
Dancin' Away With My Heart,Lady Antebellum,232.973,0.572,0.455,20200310,61,50,7,E major,0.663,-5.418,0.0274,0.221,0.0,0.291
Dancin' Fool,Frank Zappa,222.8,0.539,0.568,20190512,52,52,5,F# major,0.648,-9.426,0.148,0.402,2.3e-06,0.525
Dancin' Fool,Frank Zappa,222.8,0.539,0.568,20190512,52,52,5,F# major,0.734,-9.979,0.0403,0.124,0.00104,0.0954
Dancin' Holiday,The Olympics,134.954,0.69,0.922,20190803,88,86,5,C major,0.744,-7.431,0.0806,0.742,0.0,0.251
Dancin' In The Key Of Life,Steve Arrington,297.24,0.729,0.775,20190817,77,77,1,B major,0.64,-11.026,0.0534,0.00981,0.00329,0.0656
Dancin' Like Lovers,Mary Macgregor,212.48,0.552,0.421,20190531,72,72,3,D# major,0.455,-6.355,0.0252,0.538,0.0,0.259
Dancin' Man,Q,156.133,0.849,0.979,20190416,34,34,6,A major,0.702,-9.154,0.0308,0.0804,3.63e-06,0.088
Dancin' Out Of My Heart,Ronnie Dove,169.093,0.43,0.616,20191216,99,99,1,E major,0.512,-7.315,0.0298,0.622,0.0,0.145
Dancin' Party,Chubby Checker,148.133,0.662,0.886,20190728,12,12,6,D major,0.755,-7.173,0.0294,0.263,5.44e-05,0.278
Dancin' Shoes,Faith Band,275.539,0.421,0.526,20190127,56,56,7,D major,0.371,-10.139,0.0282,0.421,0.0,0.118
Dancin' Shoes,Faith Band,275.539,0.421,0.526,20190127,56,56,7,D major,0.383,-13.55,0.0341,0.0178,2.41e-05,0.0446
Dancin' The Strand,Maureen Gray,189.6,0.442,0.671,20190707,95,91,3,A# major,0.562,-9.08,0.0267,0.177,2.03e-05,0.12
Dancin' With My Mirror,Corey Hart,258.933,0.544,0.894,20190328,91,91,1,A minor,0.843,-12.479,0.035,0.112,7.21e-06,0.421
Dancin',Crown Heights Affair,421.042,0.525,0.542,20190423,53,53,10,A# minor,0.554,-12.765,0.0513,0.000184,0.0765,0.0563
Dancin',Crown Heights Affair,421.042,0.525,0.542,20190423,53,53,10,A# minor,0.705,-8.911,0.0318,0.00952,0.00567,0.178
Dancin',Crown Heights Affair,421.042,0.525,0.542,20190423,53,53,10,A# minor,0.703,-4.05,0.135,0.117,0.0,0.121
Dancing Bear,The Mamas & The Papas,250.626,0.441,0.091,20190113,62,51,6,D# minor,0.277,-9.987,0.03,0.925,1.47e-05,0.195
Dancing Crazy,Miranda Cosgrove,220.386,0.667,0.636,20200402,100,100,1,A major,0.813,-4.357,0.0553,0.00103,0.0,0.0861
Dancing In Paradise,El Coco,476.8,0.742,0.953,20191111,92,92,3,C# minor,0.384,-17.412,0.0519,0.000425,0.592,0.0343
Dancing In The City,Marshall Hain,226.866,0.732,0.564,20191223,78,78,3,C major,0.431,-13.946,0.0504,0.254,0.0864,0.102
Dancing In The Dark,Bruce Springsteen,241.306,0.527,0.495,20190609,14,14,3,C# minor,0.942,-5.64,0.0366,0.0115,0.0,0.188
Dancing In The Moonlight,King Harvest,181.133,0.657,0.771,20191202,63,63,6,A# major,0.435,-15.707,0.0552,0.739,0.0,0.167
Dancing In The Shadows,After The Fire,193.173,0.582,0.76,20190528,91,91,1,F major,0.761,-6.599,0.0317,0.282,3.93e-05,0.125
Dancing In The Sheets,Shalamar,244.733,0.874,0.883,20190609,20,17,13,B minor,0.556,-9.322,0.0708,0.00643,0.311,0.0445
Dancing In The Street,David Bowie & Mick Jagger,204.786,0.6,0.744,20190914,25,25,3,E major,0.816,-13.64,0.0431,0.117,0.0,0.126
Dancing In The Street,David Bowie & Mick Jagger,204.786,0.6,0.744,20190914,25,25,3,E major,0.573,-9.482,0.0386,0.014,0.000808,0.216
Dancing In The Street,David Bowie & Mick Jagger,204.786,0.6,0.744,20190914,25,25,3,E major,0.528,-11.19,0.0492,0.717,0.79,0.886
Dancing In The Street,David Bowie & Mick Jagger,204.786,0.6,0.744,20190914,25,25,3,E major,0.752,-6.816,0.0421,0.614,0.0,0.147
Dancing In The Street,David Bowie & Mick Jagger,204.786,0.6,0.744,20190914,25,25,3,E major,0.941,-3.51,0.0805,0.414,1.41e-05,0.155
Dancing Machine,Jackson 5,161.813,0.776,0.845,20190629,16,2,16,F# major,0.794,-7.722,0.0723,0.133,2.35e-05,0.689
Dancing On My Own,Calum Scott,260.285,0.682,0.236,20200311,93,93,2,C# major,0.173,-8.749,0.0314,0.839,3.26e-05,0.0983
Dancing On The Ceiling,Lionel Richie,270.72,0.714,0.694,20191018,37,2,14,C major,0.779,-8.584,0.0519,0.132,2.24e-06,0.386
Dancing To Your Music,Archie Bell & The Drells,175.426,0.57,0.875,20190317,100,100,1,A# major,0.625,-10.742,0.0348,0.0796,0.000771,0.125
Dancing With A Stranger,Sam Smith & Normani,171.029,0.741,0.347,20200302,25,25,6,G# major,0.52,-7.513,0.0656,0.45,1.97e-06,0.222
Dancing With A Stranger,Sam Smith & Normani,171.029,0.741,0.347,20200302,25,25,6,G# major,0.52,-7.513,0.0656,0.45,1.97e-06,0.222
Dancing With The Devil,Demi Lovato,243.992,0.413,0.149,20200417,56,56,1,G# major,0.64,-5.811,0.0427,0.273,0.0,0.11
Dancing With The Mountains,John Denver,233.826,0.651,0.886,20190621,99,99,1,D major,0.606,-12.032,0.0293,0.0421,1.29e-05,0.046
Dandelion,The Rolling Stones,212.293,0.467,0.66,20190909,75,75,1,F major,0.768,-7.623,0.0334,0.199,0.0,0.346
Dandy,Herman's Hermits,122.226,0.586,0.556,20191022,9,9,4,D major,0.609,-8.558,0.0287,0.0177,0.0,0.123
Dang Me,Roger Miller,102.4,0.564,0.687,20190704,31,31,4,A major,0.378,-14.468,0.168,0.705,0.000716,0.0723
Danger (Been So Long),Mystikal Featuring Nivea,211.4,0.92,0.718,20200127,19,19,7,G major,0.861,-5.435,0.218,0.211,2.59e-05,0.0288
Danger Heartbreak Dead Ahead,The Marvelettes,148.706,0.62,0.708,20190828,67,67,3,A# major,0.589,-8.812,0.0539,0.261,0.0081,0.141
Danger Zone,Kenny Loggins,215.133,0.544,0.647,20190906,57,2,18,D# minor,0.897,-6.056,0.0471,0.241,0.0,0.13
Danger,Blahzay Blahzay,225.266,0.797,0.794,20191104,60,60,5,B major,0.744,-7.966,0.362,0.405,0.0,0.364
Danger,Blahzay Blahzay,225.266,0.797,0.794,20191104,60,60,5,B major,0.535,-10.699,0.472,0.0205,1.92e-05,0.117
Danger,Blahzay Blahzay,225.266,0.797,0.794,20191104,60,60,5,B major,0.743,-2.968,0.159,0.152,0.0,0.163
Danger,Blahzay Blahzay,225.266,0.797,0.794,20191104,60,60,5,B major,0.515,-12.087,0.0436,0.242,0.0119,0.104
Danger! She's A Stranger,The Five Stairsteps,168.426,0.479,0.81,20190114,97,97,1,A# minor,0.543,-8.504,0.0288,0.606,9.14e-06,0.145
Dangerous Woman,Ariana Grande,233.446,0.662,0.29,20200507,15,10,6,E minor,0.602,-5.369,0.0401,0.0529,0.0,0.356
Dangerous,Busta Rhymes,217.64,0.913,0.764,20190131,13,13,4,B minor,0.6,-8.446,0.202,0.0096,0.0,0.117
Dangerous,Busta Rhymes,217.64,0.913,0.764,20190131,13,13,4,B minor,0.747,-4.838,0.0795,0.417,9.76e-06,0.107
Dangerous,Busta Rhymes,217.64,0.913,0.764,20190131,13,13,4,B minor,0.79,-5.79,0.081,0.00429,0.0,0.0845
Dangerous,Busta Rhymes,217.64,0.913,0.764,20190131,13,13,4,B minor,0.673,-12.029,0.0326,0.0148,1.29e-06,0.335
Dangerous,Busta Rhymes,217.64,0.913,0.764,20190131,13,13,4,B minor,0.493,-7.528,0.308,0.0467,0.0,0.0477
Dangerous,Busta Rhymes,217.64,0.913,0.764,20190131,13,13,4,B minor,0.772,-4.825,0.0279,0.216,0.0,0.285
Dangerous,Busta Rhymes,217.64,0.913,0.764,20190131,13,13,4,B minor,0.898,-4.893,0.0336,0.0485,7.76e-06,0.148
Dangerous,Busta Rhymes,217.64,0.913,0.764,20190131,13,13,4,B minor,0.783,-3.872,0.0966,0.169,0.0,0.206
Dangerously In Love,Beyonce,293.133,0.609,0.459,20201030,63,57,7,F# major,0.407,-8.026,0.0808,0.345,0.0,0.19
Dani California,Red Hot Chili Peppers,282.16,0.553,0.735,20200701,14,6,11,A minor,0.865,-4.751,0.0409,0.017,1.05e-05,0.267
Daniel,Elton John,234.666,0.691,0.904,20190526,3,3,8,C major,0.467,-11.861,0.0293,0.414,4.15e-05,0.0882
Danny's Song,Anne Murray,188.293,0.512,0.522,20190113,77,77,2,B minor,0.379,-12.251,0.0299,0.418,1.09e-05,0.0967
Danny Boy,Andy Williams,175.2,0.228,0.103,20191113,64,64,3,D major,0.232,-14.003,0.0329,0.903,0.00236,0.113
Danny Boy,Andy Williams,175.2,0.228,0.103,20191113,64,64,3,D major,0.572,-6.583,0.131,0.936,3.66e-06,0.122
Danny Boy,Andy Williams,175.2,0.228,0.103,20191113,64,64,3,D major,0.322,-8.13,0.0271,0.929,0.000169,0.162
Danny Boy,Andy Williams,175.2,0.228,0.103,20191113,64,64,3,D major,0.0903,-18.855,0.0314,0.936,0.00252,0.167
Danny Boy,Andy Williams,175.2,0.228,0.103,20191113,64,64,3,D major,0.365,-11.87,0.029,0.383,0.891,0.127
Danza Kuduro,Don Omar & Lucenzo,198.773,0.4,0.878,20200604,87,82,3,C major,0.915,-4.89,0.28,0.0846,0.0,0.0503
Dare (La La La),Shakira,186.506,0.792,0.616,20200628,53,53,4,B major,0.73,-5.376,0.0698,0.0623,2.66e-05,0.089
Dare Me,The Pointer Sisters,259.12,0.713,0.946,20190928,14,11,12,E minor,0.922,-5.265,0.0873,0.0751,3.66e-06,0.228
Dare You To Move,Switchfoot,247.893,0.426,0.259,20200101,21,17,14,E major,0.881,-4.526,0.0404,0.00573,0.0693,0.389
Dare,Gorillaz Featuring Shaun Ryder,244.999,0.76,0.966,20200304,100,87,3,B minor,0.891,-5.852,0.0372,0.0226,0.0868,0.298
Dark Fantasy,"Kanye West Featuring Teyana Taylor, Nicki Minaj & Bon Iver",280.786,0.59,0.367,20201211,60,60,1,F major,0.587,-5.919,0.0457,0.274,0.0,0.167
Dark Horse,George Harrison,233.72,0.625,0.722,20191228,20,20,6,G major,0.683,-12.494,0.0455,0.0955,0.000418,0.305
Dark Horse,George Harrison,233.72,0.625,0.722,20191228,20,20,6,G major,0.585,-6.122,0.0513,0.00314,0.0,0.165
Dark Knight Dummo,Trippie Redd Featuring Travis Scott,256.162,0.379,0.226,20200310,82,72,3,G# minor,0.824,-2.881,0.0975,0.15,0.0,0.138
Dark Lady,Cher,209.2,0.527,0.439,20190216,21,21,5,G# major,0.405,-14.534,0.0385,0.49,0.0,0.0936
Dark Necessities,Red Hot Chili Peppers,302.0,0.7,0.197,20200716,100,67,2,F minor,0.742,-6.777,0.0716,0.0722,0.0199,0.11
Dark Queen,Lil Uzi Vert,173.419,0.747,0.2,20200923,91,91,2,E major,0.606,-5.286,0.172,0.222,0.0,0.281
Dark Side Of The Moon,Lil Wayne Featuring Nicki Minaj,242.972,0.603,0.458,20201013,26,26,1,B major,0.457,-5.384,0.297,0.525,0.0,0.0905
Dark Side,Kelly Clarkson,224.506,0.559,0.292,20200825,42,42,8,G major,0.86,-4.04,0.05,0.0991,0.0,0.292
Dark Times,The Weeknd Featuring Ed Sheeran,260.64,0.501,0.27,20201003,98,91,3,A minor,0.403,-9.607,0.0752,0.114,1.1e-05,0.124
Darkest Street In Town,Jimmy Clanton,139.76,0.502,0.975,20190126,77,77,4,F minor,0.832,-7.354,0.0394,0.417,0.0,0.0897
Darkness,Eminem,337.146,0.671,0.195,20200201,28,28,1,D major,0.623,-7.161,0.308,0.00998,7.55e-06,0.643
"Darkness, Darkness",The Youngbloods,226.951,0.375,0.54,20190509,89,89,2,C major,0.26,-16.294,0.0269,0.41,0.218,0.125
Darlin' Danielle Don't,Henry Lee Summer,242.826,0.342,0.368,20190716,82,57,8,A major,0.487,-11.273,0.0275,0.0816,0.0,0.0786
"Darlin' Darlin' Baby (Sweet, Tender, Love)",The O'Jays,256.24,0.668,0.662,20190212,92,72,4,D major,0.739,-6.906,0.0391,0.454,0.0,0.111
Darlin' Don't Go,Sundance Head,263.013,0.683,0.324,20201231,67,67,1,E major,0.324,-9.735,0.0331,0.202,0.000132,0.11
Darlin' I,Vanessa Williams,252.666,0.511,0.163,20190610,95,95,2,G major,0.363,-14.217,0.034,0.253,0.0012,0.0775
Darlin',Frank Stallone,202.84,0.785,0.97,20190512,82,82,2,C major,0.681,-13.162,0.0348,0.151,4.72e-05,0.0737
Darlin',Frank Stallone,202.84,0.785,0.97,20190512,82,82,2,C major,0.658,-7.364,0.0379,0.421,0.0,0.248
Darlin',Frank Stallone,202.84,0.785,0.97,20190512,82,82,2,C major,0.661,-7.465,0.0263,0.00533,1.45e-05,0.162
Darling Baby,The Elgins,156.106,0.574,0.83,20190409,90,87,3,A# major,0.53,-10.111,0.0262,0.419,0.0,0.241
Darling Come Back Home,Eddie Kendricks,253.266,0.562,0.816,20190714,88,88,1,A minor,0.594,-13.518,0.0535,0.0854,1.08e-05,0.0798
Darling Dear,Smokey Robinson & The Miracles,196.706,0.48,0.872,20190502,100,100,1,F major,0.53,-10.837,0.029,0.301,0.000103,0.186
Darling Lorraine,The Knockouts,121.443,0.531,0.539,20191228,100,100,1,B major,0.298,-12.216,0.0265,0.876,0.000447,0.139
"Darling, I Love You",Al Martino,180.533,0.37,0.246,20191019,63,63,4,C major,0.328,-12.869,0.0279,0.666,0.0649,0.125
Darte Un Beso,Prince Royce,206.933,0.757,0.817,20201026,86,78,7,C# minor,0.711,-4.643,0.0349,0.36,0.0,0.121
Dashboard,Modest Mouse,246.173,0.639,0.96,20200324,94,61,3,B minor,0.903,-5.013,0.0371,0.00963,7.06e-05,0.174
Daughter Of Darkness,Tom Jones,197.819,0.439,0.402,20190523,20,20,4,B minor,0.567,-7.559,0.03,0.113,0.000119,0.116
Daughter,The Blenders,130.4,0.705,0.931,20190727,78,78,3,G major,0.658,-9.072,0.0577,0.819,0.0,0.0955
Daughters,John Mayer,237.906,0.674,0.503,20200409,44,19,23,D major,0.413,-7.816,0.0274,0.837,1.91e-05,0.098
Dawn (Go Away),The 4 Seasons,167.76,0.63,0.851,20190222,3,3,4,A major,0.598,-6.057,0.0355,0.509,1.39e-06,0.0802
Day 'N' Nite,Kid Cudi,221.266,0.878,0.805,20200307,40,40,6,B minor,0.446,-6.362,0.0635,0.503,6.32e-06,0.117
Day + Night,Isyss Featuring Jadakiss,229.466,0.774,0.809,20200608,99,99,1,C major,0.75,-7.499,0.0979,0.13,0.0,0.498
Day After Day,Badfinger,191.053,0.397,0.385,20191225,26,26,4,F major,0.687,-7.11,0.0311,0.109,0.000739,0.112
Day And Night,The Wackers,186.253,0.674,0.964,20191202,69,69,3,D major,0.738,-10.158,0.0697,0.323,6.17e-06,0.103
Day By Day,Godspell,84.813,0.453,0.576,20190624,37,37,6,C major,0.757,-8.967,0.0622,0.0641,0.0346,0.8
Day By Day,Godspell,84.813,0.453,0.576,20190624,37,37,6,C major,0.951,-4.997,0.063,0.0193,0.0,0.076
Day Dreaming,Aretha Franklin,239.96,0.463,0.293,20190603,35,5,12,C minor,0.273,-15.364,0.074,0.907,0.000367,0.101
Day Drinking,Little Big Town,178.84,0.591,0.86,20201115,61,59,15,A major,0.959,-2.515,0.057,0.103,0.0,0.779
Day For Decision,Johnny Sea,344.533,0.373,0.5,20190702,35,35,4,G minor,0.37,-12.613,0.0716,0.858,1.95e-05,0.36
Day Tripper,Anne Murray,173.2,0.793,0.939,20190111,69,69,4,G# minor,0.783,-9.462,0.062,0.121,0.00112,0.103
Day Tripper,Anne Murray,173.2,0.793,0.939,20190111,69,69,4,G# minor,0.769,-10.942,0.0281,0.361,0.103,0.0533
Day Tripper,Anne Murray,173.2,0.793,0.939,20190111,69,69,4,G# minor,0.782,-8.438,0.0307,0.12,4.19e-06,0.125
Daybreak,Barry Manilow,185.773,0.518,0.692,20191001,82,82,1,E major,0.702,-7.672,0.0281,0.208,2.31e-05,0.179
Daybreak,Barry Manilow,185.773,0.518,0.692,20191001,82,82,1,E major,0.719,-11.303,0.0512,0.325,0.0,0.129
Daybreaker,Electric Light Orchestra,230.4,0.491,0.365,20190525,87,87,4,C major,0.625,-11.09,0.0266,0.281,0.867,0.205
Daydream Believer,Anne Murray,149.293,0.592,0.579,20190322,23,12,14,A# major,0.538,-8.292,0.0256,0.0171,2.8e-05,0.101
Daydream Believer,Anne Murray,149.293,0.592,0.579,20190322,23,12,14,A# major,0.488,-10.304,0.0304,0.256,0.0,0.11
Daydream,The Lovin' Spoonful,139.093,0.822,0.834,20190423,4,2,9,C# major,0.332,-11.369,0.0506,0.834,0.0,0.11
Daydreamin',Tatyana Ali,300.133,0.882,0.815,20191121,36,6,16,C# major,0.57,-7.565,0.0832,0.0886,6.54e-06,0.0932
Daydreams,Johnny Crawford,126.706,0.727,0.695,20190703,80,70,4,F# major,0.352,-13.001,0.0289,0.899,0.0011,0.0839
Daylight And Darkness,Smokey Robinson,240.48,0.649,0.649,20190715,80,80,6,G minor,0.47,-8.716,0.0232,0.382,8.22e-05,0.0818
Daylight Savin' Time,Keith,173.36,0.534,0.435,20190701,80,80,3,A# major,0.548,-8.851,0.0371,0.42,0.0,0.129
Daylight,Maroon 5,225.306,0.657,0.331,20200216,14,14,9,D major,0.679,-5.511,0.0269,0.00246,0.0,0.211
Daylight,Maroon 5,225.306,0.657,0.331,20200216,14,14,9,D major,0.802,-4.881,0.0394,0.0976,0.000356,0.167
Daylight,Maroon 5,225.306,0.657,0.331,20200216,14,14,9,D major,0.496,-9.602,0.0563,0.808,0.000173,0.0772
Daylight,Maroon 5,225.306,0.657,0.331,20200216,14,14,9,D major,0.95,-4.687,0.109,0.341,6.65e-06,0.399
Days Are Numbers (The Traveller),The Alan Parsons Project,266.84,0.594,0.492,20190518,71,71,4,C major,0.52,-13.177,0.0313,0.572,1.99e-06,0.0719
Days Go By,Dirty Vegas,432.146,0.786,0.309,20200615,20,20,6,A minor,0.853,-8.274,0.0688,0.0499,0.0872,0.35
Days Go By,Dirty Vegas,432.146,0.786,0.309,20200615,20,20,6,A minor,0.892,-3.197,0.0365,0.0633,0.0,0.149
Days Gone By,Poco,230.693,0.62,0.522,20190526,100,80,5,E major,0.646,-8.749,0.0257,0.0242,7.21e-05,0.104
Days Gone Down (Still Got The Light In Your Eyes),Gerry Rafferty,387.64,0.546,0.518,20190616,30,30,3,A# major,0.563,-12.636,0.04,0.143,0.0598,0.0885
Days In The East,Drake,353.697,0.733,0.0361,20200817,95,95,1,C# major,0.361,-11.129,0.135,0.348,0.000285,0.0942
Days Like These,Asia,244.626,0.609,0.75,20190929,90,90,1,D major,0.67,-9.484,0.0314,0.08,0.0,0.0857
Days Of Gold,Jake Owen,201.373,0.476,0.453,20201026,91,91,1,A# major,0.991,-3.458,0.052,0.0446,0.00574,0.128
Days Of Wine And Roses,Andy Williams,166.106,0.154,0.15,20190413,39,39,5,F major,0.185,-14.063,0.0315,0.911,0.000267,0.112
Days Of Wine And Roses,Andy Williams,166.106,0.154,0.15,20190413,39,39,5,F major,0.213,-16.704,0.0314,0.965,0.916,0.106
Daysleeper,R.E.M.,219.6,0.327,0.114,20191128,57,57,3,C major,0.391,-9.533,0.032,0.157,2.18e-06,0.087
Daytime Friends,Kenny Rogers,189.693,0.577,0.812,20190903,42,42,5,G major,0.538,-14.188,0.0417,0.342,0.0,0.0594
Dazz,Brick,202.0,0.722,0.839,20190101,8,8,11,E major,0.778,-7.931,0.0611,0.0697,7.46e-06,0.0414
Dazzey Duks,Duice,244.866,0.884,0.868,20190925,34,12,38,C# major,0.464,-12.876,0.222,0.000925,4.36e-06,0.0366
"De Do Do Do, De Da Da Da",The Police,247.293,0.78,0.855,20190228,56,10,19,A major,0.523,-8.884,0.051,0.06,0.0629,0.24
De Una Vez,Selena Gomez,155.956,0.659,0.0395,20200130,92,92,1,B minor,0.479,-6.79,0.2,0.152,0.0025,0.268
Deacon Blues,Steely Dan,456.64,0.751,0.58,20190715,86,19,16,C major,0.572,-12.324,0.0388,0.481,0.000532,0.105
Deacon Blues,Steely Dan,456.64,0.751,0.58,20190715,86,19,16,C major,0.572,-12.324,0.0388,0.481,0.000532,0.105
Dead And Gone,T.I. Featuring Justin Timberlake,299.746,0.713,0.47,20201018,76,76,1,C major,0.746,-4.99,0.259,0.0402,0.0,0.601
Dead Giveaway,Shalamar,303.68,0.651,0.962,20191008,27,22,16,C major,0.866,-9.069,0.0317,0.0517,5.95e-05,0.121
Dead Man's Curve,Jan & Dean,151.16,0.459,0.904,20190606,31,8,14,F# major,0.703,-9.578,0.041,0.677,0.000707,0.0815
Dead Skunk,Loudon Wainwright III,185.733,0.633,0.967,20190210,57,57,3,G major,0.655,-11.514,0.0312,0.617,2.79e-06,0.113
Dead Trollz,YoungBoy Never Broke Again,209.528,0.524,0.761,20200926,72,72,1,F# major,0.832,-4.351,0.471,0.0508,0.0,0.632
Deadbeat Club,The B-52s,296.0,0.717,0.939,20190602,30,30,7,C# major,0.825,-6.104,0.0349,0.02,4.95e-05,0.321
Deadly Zone,Bounty Killer Featuring Mobb Deep & Rappin' Noyd,301.906,0.614,0.938,20191010,93,93,1,F# major,0.67,-10.758,0.086,0.000283,0.907,0.0695
Dear Abby,The Hearts,179.026,0.625,0.738,20191102,94,94,3,C major,0.607,-5.45,0.0308,0.643,0.00222,0.0791
Dear Ann,George Baker Selection,182.573,0.481,0.751,20190620,93,93,1,A major,0.634,-9.609,0.0303,0.175,0.0,0.289
